Gene.stable.ID	Gene.name	logFC	AveExpr	P.Value	adj.P.Val	Gene.description	Chromosome.scaffold.name	Strand	GO.term.name	GO.term.accession	NCBI.gene..formerly.Entrezgene..ID
ENSMMUG00000049198	KLF13	0.129313277739271	8.00373647023677	0.607411339277889	0.958737845332855	KLF transcription factor 13 [Source:VGNC Symbol;Acc:VGNC:84365]	7	-1	RNA polymerase II cis-regulatory region sequence-specific DNA binding	GO:0000978	720644
ENSMMUG00000000965	TNKS	-0.129123294104795	3.87303721694536	0.607454076320779	0.958737845332855	tankyrase [Source:VGNC Symbol;Acc:VGNC:78601]	8	-1	NAD+ ADP-ribosyltransferase activity	GO:0003950	699004
ENSMMUG00000008023	MSMB	0.547356063379549	1.04033611227221	0.607615567636725	0.958877322982913	microseminoprotein beta [Source:VGNC Symbol;Acc:VGNC:74937]	9	1	membrane	GO:0016020	709332
NA	LOC106992980	-0.124658948318906	4.1087103541902	0.607889668575391	0.959085383289611	NA	NA	NA	NA	NA	NA
ENSMMUG00000017333	CD244	-0.244089612528745	4.30317552086853	0.60794591175052	0.959085383289611	CD244 molecule [Source:VGNC Symbol;Acc:VGNC:70821]	1	1	external side of plasma membrane	GO:0009897	719800
ENSMMUG00000017978	MTRF1	-0.114393068532435	4.06509852755212	0.60797601925015	0.959085383289611	mitochondrial translation release factor 1 [Source:VGNC Symbol;Acc:VGNC:82191]	17	-1	translational termination	GO:0006415	698593
ENSMMUG00000016608	USP11	0.0944899882527201	5.53710714562878	0.608106125104624	0.959085383289611	ubiquitin specific peptidase 11 [Source:VGNC Symbol;Acc:VGNC:78734]	X	1	ubiquitin-dependent protein catabolic process	GO:0006511	706555
ENSMMUG00000051186	PSMA5	0.183147213659693	4.19568832270761	0.608181135486627	0.959085383289611	proteasome 20S subunit alpha 5 [Source:VGNC Symbol;Acc:VGNC:76440]	1	1	proteasome-mediated ubiquitin-dependent protein catabolic process	GO:0043161	698435
ENSMMUG00000007097	TES	0.0780844909335874	6.57014153379398	0.608292879445535	0.959085383289611	testin LIM domain protein [Source:VGNC Symbol;Acc:VGNC:78383]	3	1	zinc ion binding	GO:0008270	706879
ENSMMUG00000015811	ERGIC2	-0.0684419901593586	7.04604846470209	0.608302578358037	0.959085383289611	ERGIC and golgi 2 [Source:VGNC Symbol;Acc:VGNC:72408]	11	-1	membrane	GO:0016020	710837
ENSMMUG00000020000	ATP6V1B2	-0.123430502911884	6.81143281992021	0.608332485755908	0.959085383289611	ATPase H+ transporting V1 subunit B2 [Source:VGNC Symbol;Acc:VGNC:70185]	8	1	proton-transporting V-type ATPase, V1 domain	GO:0033180	705605
ENSMMUG00000019997	HEXB	-0.0924241681371072	7.90870724027253	0.608442855079343	0.959144079998859	hexosaminidase subunit beta [Source:VGNC Symbol;Acc:VGNC:73367]	6	1	beta-N-acetylhexosaminidase activity	GO:0004563	704464
NA	LOC106997907	0.225464277083689	3.01675319851148	0.608613173494573	0.959221860994149	NA	NA	NA	NA	NA	NA
NA	RPL41	0.0786272728073583	7.58013515905619	0.608668666186811	0.959221860994149	NA	NA	NA	NA	NA	NA
NA	LIPH	-0.225358323541325	3.38046078894243	0.608711630867265	0.959221860994149	NA	NA	NA	NA	NA	NA
ENSMMUG00000002656	TCF20	0.129715634634183	6.08686038682726	0.608872856927079	0.959266438043792	transcription factor 20 [Source:VGNC Symbol;Acc:VGNC:78285]	10	1	metal ion binding	GO:0046872	710016
ENSMMUG00000004901	SEMA4A	-0.169583877124519	4.93721454864893	0.60896344367043	0.959266438043792	semaphorin 4A [Source:VGNC Symbol;Acc:VGNC:81565]	1	-1	semaphorin receptor binding	GO:0030215	718191
NA	LOC114675280	0.20304149971019	1.90898541598394	0.60898314531219	0.959266438043792	NA	NA	NA	NA	NA	NA
ENSMMUG00000005055	WASF3	-0.119780275019795	4.89071969205566	0.609091111830467	0.959266438043792	WASP family member 3 [Source:VGNC Symbol;Acc:VGNC:78782]	17	1	cytoskeleton	GO:0005856	709849
ENSMMUG00000020817	FANCF	0.14067775373975	4.08136566747971	0.609108874925617	0.959266438043792	FA complementation group F [Source:VGNC Symbol;Acc:VGNC:72611]	14	1	Fanconi anaemia nuclear complex	GO:0043240	704048
ENSMMUG00000013061	SMDT1	0.181744274305842	5.33743995568173	0.609290049985272	0.959266438043792	single-pass membrane protein with aspartate rich tail 1 [Source:VGNC Symbol;Acc:VGNC:77771]	10	-1	uniplex complex	GO:1990246	709741
ENSMMUG00000021576	ROBO3	-0.138776701630042	3.4348616112173	0.609394443980879	0.959266438043792	roundabout guidance receptor 3 [Source:VGNC Symbol;Acc:VGNC:101392]	14	1	protein binding	GO:0005515	716274
ENSMMUG00000003399	ISCA1	-0.0765210897751842	6.75815543435313	0.609402341772266	0.959266438043792	iron-sulfur cluster assembly 1 [Source:VGNC Symbol;Acc:VGNC:103274]	15	-1	iron-sulfur cluster assembly	GO:0016226	693526
ENSMMUG00000063981	NTPCR	-0.245739287899274	2.04294530895879	0.609435188780371	0.959266438043792	nucleoside-triphosphatase, cancer-related [Source:NCBI gene (formerly Entrezgene);Acc:712959]	1	-1	ribonucleoside triphosphate phosphatase activity	GO:0017111	712959
ENSMMUG00000022414	MFSD11	0.0850903170792627	5.10534915878866	0.609492779549398	0.959266438043792	major facilitator superfamily domain containing 11 [Source:VGNC Symbol;Acc:VGNC:74576]	16	1			707770
NA	LOC114680276	0.169774793257717	3.22146232373988	0.609544549963315	0.959266438043792	NA	NA	NA	NA	NA	NA
ENSMMUG00000009768	RNF14	0.253384373032223	4.51320587047872	0.609756439089341	0.959373316894039	ring finger protein 14 [Source:VGNC Symbol;Acc:VGNC:84488]	6	1	protein ubiquitination	GO:0016567	705363
ENSMMUG00000004762	WDTC1	-0.102794433249932	4.6696847788359	0.610023594072217	0.959373316894039	WD and tetratricopeptide repeats 1 [Source:VGNC Symbol;Acc:VGNC:79784]	1	-1	protein binding	GO:0005515	715790
ENSMMUG00000018257	CSRP2	0.0988570315295694	6.26795967431433	0.610156585302588	0.959373316894039	cysteine and glycine rich protein 2 [Source:VGNC Symbol;Acc:VGNC:71528]	11	-1	metal ion binding	GO:0046872	694295
ENSMMUG00000012590	RWDD2A	-0.14289856339782	3.21484133672651	0.610244823997504	0.959373316894039	RWD domain containing 2A [Source:VGNC Symbol;Acc:VGNC:77076]	4	-1	protein binding	GO:0005515	694598
ENSMMUG00000022967	GOLGA2	-0.0866194016288052	8.5363344038389	0.610293286205189	0.959373316894039	golgin A2 [Source:VGNC Symbol;Acc:VGNC:73105]	15	1	cis-Golgi network	GO:0005801	717677
ENSMMUG00000013582	FER	-0.0965249048437898	6.27792157892734	0.6103947512356	0.959373316894039	FER tyrosine kinase [Source:VGNC Symbol;Acc:VGNC:72636]	6	1	cell junction	GO:0030054	711220
ENSMMUG00000014073	ALPK1	0.104160741202358	5.16977253185859	0.61040924275722	0.959373316894039	alpha kinase 1 [Source:VGNC Symbol;Acc:VGNC:69656]	5	1	protein serine/threonine kinase activity	GO:0004674	700993
NA	LOC106994883	0.432663823141446	1.63806310418713	0.610541518212393	0.959373316894039	NA	NA	NA	NA	NA	NA
ENSMMUG00000045497	CFH	-0.100933066387432	7.15865717866365	0.610609807472491	0.959373316894039	complement factor H [Source:HGNC Symbol;Acc:HGNC:4883]	1	1			717346
ENSMMUG00000000655	PAFAH2	0.29167536652604	1.71358754665198	0.610613382789417	0.959373316894039	platelet activating factor acetylhydrolase 2 [Source:VGNC Symbol;Acc:VGNC:75749]	1	1	1-alkyl-2-acetylglycerophosphocholine esterase activity	GO:0003847	719750
ENSMMUG00000003854	SH3BP1	-0.152365743984379	3.79574622793905	0.610708707578384	0.959373316894039	SH3 domain binding protein 1 [Source:HGNC Symbol;Acc:HGNC:10824]	10	-1	positive regulation of GTPase activity	GO:0043547	700647
NA	LOC114676527	0.189196213595901	2.31711659563095	0.610739907539419	0.959373316894039	NA	NA	NA	NA	NA	NA
ENSMMUG00000020249	GREB1	0.444927187381929	1.42873517823594	0.610751995669673	0.959373316894039	growth regulating estrogen receptor binding 1 [Source:VGNC Symbol;Acc:VGNC:73227]	13	-1	membrane	GO:0016020	697434
ENSMMUG00000041923	TRIM14	0.196138504557043	6.26323192331888	0.610781184685363	0.959373316894039	tripartite motif containing 14 [Source:HGNC Symbol;Acc:HGNC:16283]	15	1	innate immune response	GO:0045087	715418
ENSMMUG00000016323	ARHGEF39	0.20826334710712	2.19674706223707	0.61089540029078	0.959373316894039	Rho guanine nucleotide exchange factor 39 [Source:VGNC Symbol;Acc:VGNC:69912]	15	1	guanyl-nucleotide exchange factor activity	GO:0005085	696846
ENSMMUG00000041875	PUS3	-0.107848868906651	4.9446692943093	0.610925618038589	0.959373316894039	pseudouridine synthase 3 [Source:VGNC Symbol;Acc:VGNC:101387]	14	-1	pseudouridine synthesis	GO:0001522	713746
ENSMMUG00000013841	PARP8	-0.102981155661545	5.76862235158534	0.611196750079112	0.959373316894039	poly(ADP-ribose) polymerase family member 8 [Source:VGNC Symbol;Acc:VGNC:84477]	6	1	NAD+ ADP-ribosyltransferase activity	GO:0003950	702637
ENSMMUG00000022094	ABCB10	-0.116395182302913	4.99844068189631	0.611217986481887	0.959373316894039	ATP binding cassette subfamily B member 10 [Source:VGNC Symbol;Acc:VGNC:99826]	1	1	ATP hydrolysis activity	GO:0016887	574117
ENSMMUG00000005006	RPS21	0.0805611078034301	9.80641828468357	0.611268956865153	0.959373316894039	ribosomal protein S21 [Source:VGNC Symbol;Acc:VGNC:98438]	10	1	translation	GO:0006412	699565
ENSMMUG00000013039	SLC19A2	-0.228474908898429	2.22643259932242	0.611269306305529	0.959373316894039	solute carrier family 19 member 2 [Source:VGNC Symbol;Acc:VGNC:81571]	1	-1	plasma membrane	GO:0005886	700684
ENSMMUG00000009087	HDGFL3	-0.0806406012579505	7.45304540763044	0.611273294637423	0.959373316894039	HDGF like 3 [Source:VGNC Symbol;Acc:VGNC:84346]	7	1			718684
NA	LOC114677681	0.0818925810063457	8.57552547893801	0.61128801925861	0.959373316894039	NA	NA	NA	NA	NA	NA
ENSMMUG00000022950	SOBP	-0.111861005520339	5.30454240942341	0.611319610903818	0.959373316894039	sine oculis binding protein homolog [Source:VGNC Symbol;Acc:VGNC:77790]	4	-1	nucleus	GO:0005634	698484
ENSMMUG00000016803	SCRN1	-0.0941368383085806	6.10459499785115	0.611368217880394	0.959373316894039	secernin 1 [Source:VGNC Symbol;Acc:VGNC:77083]	3	1	cysteine-type exopeptidase activity	GO:0070004	696370
ENSMMUG00000005687	PEX13	0.175544915736951	2.50424947422591	0.611773617453448	0.959531977794649	peroxisomal biosis factor 13 [Source:VGNC Symbol;Acc:VGNC:75949]	13	-1	protein import into peroxisome matrix, docking	GO:0016560	717886
NA	KIAA0895	-0.155586023476889	3.49331245724239	0.611804631744676	0.959531977794649	NA	NA	NA	NA	NA	NA
ENSMMUG00000018621	CDK7	0.166326357056178	2.58995522399262	0.611805288328792	0.959531977794649	cyclin dependent kinase 7 [Source:VGNC Symbol;Acc:VGNC:84288]	6	1	transcription factor TFIIK complex	GO:0070985	699871
NA	LOC114669767	-0.127716633118919	7.20594500412697	0.611911325070253	0.959531977794649	NA	NA	NA	NA	NA	NA
ENSMMUG00000006492	ARPC3	-0.113295225512779	5.97831570741812	0.611922648406469	0.959531977794649	actin related protein 2/3 complex subunit 3 [Source:VGNC Symbol;Acc:VGNC:99890]	11	-1	lamellipodium	GO:0030027	709199
NA	LOC701223	-0.064982061265272	8.6619719644466	0.611944020887928	0.959531977794649	NA	NA	NA	NA	NA	NA
NA	LOC720035	0.189712336770564	2.92441021082199	0.611981505434989	0.959531977794649	NA	NA	NA	NA	NA	NA
ENSMMUG00000055586	DEPP1	0.282167302295035	3.46325037968877	0.612315626558648	0.959573394813613	DEPP autophagy regulator 1 [Source:VGNC Symbol;Acc:VGNC:71693]	9	-1	mitochondrion	GO:0005739	706321
ENSMMUG00000064034	ZNF510	-0.0817579948536446	4.87458380355387	0.612361417108928	0.959573394813613	zinc finger protein 510 [Source:HGNC Symbol;Acc:HGNC:29161]	15	1	regulation of DNA-templated transcription	GO:0006355	719375
ENSMMUG00000018279	AP5M1	-0.105236070775491	5.39879664375982	0.612390018140799	0.959573394813613	adaptor related protein complex 5 subunit mu 1 [Source:VGNC Symbol;Acc:VGNC:69868]	7	1			701050
ENSMMUG00000011179	ETFBKMT	0.115486640050666	4.75718146412134	0.612408819487495	0.959573394813613	electron transfer flavoprotein subunit beta lysine methyltransferase [Source:VGNC Symbol;Acc:VGNC:72396]	11	1	mitochondrial matrix	GO:0005759	694696
ENSMMUG00000013232	CD63	-0.122299903089108	10.2002274281959	0.61241585274394	0.959573394813613	CD63 molecule [Source:VGNC Symbol;Acc:VGNC:70775]	11	-1	membrane	GO:0016020	709828
ENSMMUG00000022027	BOD1L1	0.0936016873278105	8.54607749713977	0.612815949761026	0.959573394813613	biorientation of chromosomes in cell division 1 like 1 [Source:VGNC Symbol;Acc:VGNC:97741]	5	-1	Set1C/COMPASS complex	GO:0048188	713697
ENSMMUG00000009022	GDPD5	0.165357033175649	3.4581954590081	0.612874930883169	0.959573394813613	glycerophosphodiester phosphodiesterase domain containing 5 [Source:VGNC Symbol;Acc:VGNC:72801]	14	-1	phosphoric diester hydrolase activity	GO:0008081	695518
ENSMMUG00000021598	CCDC68	0.153084010172756	4.29940208385568	0.612892856497468	0.959573394813613	coiled-coil domain containing 68 [Source:VGNC Symbol;Acc:VGNC:70848]	18	1	intracellular signal transduction	GO:0035556	694841
ENSMMUG00000063632	SYS1	-0.0799302812275344	6.44788030545543	0.61293763605417	0.959573394813613	SYS1 golgi trafficking protein [Source:NCBI gene (formerly Entrezgene);Acc:717604]	10	1	membrane	GO:0016020	717604
ENSMMUG00000014431	AP3M2	0.0742096325267723	6.95537405416709	0.612982104157493	0.959573394813613	adaptor related protein complex 3 subunit mu 2 [Source:VGNC Symbol;Acc:VGNC:69971]	8	1	clathrin adaptor complex	GO:0030131	100430586
ENSMMUG00000042009	C4H6orf132	-0.218446589522414	2.62676390623456	0.612992007242361	0.959573394813613	chromosome 4 C6orf132 homolog [Source:VGNC Symbol;Acc:VGNC:81047]	4	1			697056
ENSMMUG00000010797	PIGB	0.144745520336296	3.57874230427173	0.613193130828512	0.959573394813613	phosphatidylinositol glycan anchor biosynthesis class B [Source:VGNC Symbol;Acc:VGNC:75985]	7	1	endoplasmic reticulum membrane	GO:0005789	698122
ENSMMUG00000006147	AGPAT4	-0.0958530722627129	5.52240217880795	0.613225171029723	0.959573394813613	1-acylglycerol-3-phosphate O-acyltransferase 4 [Source:VGNC Symbol;Acc:VGNC:69654]	4	1	acyltransferase activity	GO:0016746	704132
ENSMMUG00000012317	DPF2	-0.138641398235097	4.04098190021922	0.613353124619479	0.959573394813613	double PHD fingers 2 [Source:VGNC Symbol;Acc:VGNC:72034]	14	-1			721967
ENSMMUG00000009925	CEP135	-0.12522893699886	5.19367875801994	0.613418865604051	0.959573394813613	centrosomal protein 135 [Source:VGNC Symbol;Acc:VGNC:71128]	5	-1	centrosome	GO:0005813	696309
ENSMMUG00000001984	JMJD8	0.0968404019641722	4.10257280167905	0.613423598650208	0.959573394813613	jumonji domain containing 8 [Source:VGNC Symbol;Acc:VGNC:73826]	20	-1			697226
ENSMMUG00000004064	ATP6V1H	-0.143994075477745	6.1082907432777	0.613465116910132	0.959573394813613	ATPase H+ transporting V1 subunit H [Source:VGNC Symbol;Acc:VGNC:70094]	8	-1	vacuolar proton-transporting V-type ATPase, V1 domain	GO:0000221	693323
ENSMMUG00000006352	NKIRAS1	0.0836309113696762	5.60747125264857	0.613466868362056	0.959573394813613	NFKB inhibitor interacting Ras like 1 [Source:VGNC Symbol;Acc:VGNC:75206]	2	1	I-kappaB kinase/NF-kappaB signaling	GO:0007249	699598
NA	YY1AP1	-0.0775732478691037	6.08137531941548	0.61364032080415	0.959573394813613	NA	NA	NA	NA	NA	NA
ENSMMUG00000019813	NBEAL2	-0.177065953523761	4.79868889594749	0.61368608267754	0.959573394813613	neurobeachin like 2 [Source:VGNC Symbol;Acc:VGNC:75059]	2	1	protein binding	GO:0005515	712454
NA	GBA	-0.234539886732684	2.55200102340416	0.613688306482678	0.959573394813613	NA	NA	NA	NA	NA	NA
ENSMMUG00000059336	DUSP1	0.154873731152706	7.08133534216279	0.613860744586424	0.959573394813613	dual specificity phosphatase 1 [Source:VGNC Symbol;Acc:VGNC:110470]	6	-1	MAP kinase tyrosine/serine/threonine phosphatase activity	GO:0017017	702981
NA	LOC106997378	-0.341602017838118	1.82183866971948	0.613892162732349	0.959573394813613	NA	NA	NA	NA	NA	NA
ENSMMUG00000000391	DEF8	0.134273790716008	3.39859527661956	0.613977832680669	0.959573394813613	differentially expressed in FDCP 8 homolog [Source:VGNC Symbol;Acc:VGNC:71712]	20	1	metal ion binding	GO:0046872	699856
ENSMMUG00000010460	RERG	0.129254089354532	4.65473098161385	0.614207098500833	0.959573394813613	RAS like estrogen regulated growth inhibitor [Source:VGNC Symbol;Acc:VGNC:76740]	11	-1	GTPase activity	GO:0003924	700567
NA	TNFAIP8	-0.129448966308464	5.57503667346413	0.614221391237866	0.959573394813613	NA	NA	NA	NA	NA	NA
ENSMMUG00000020177	MS4A4A	0.235060786633411	1.85896068848618	0.614270018254658	0.959573394813613	membrane spanning 4-domains A4A [Source:VGNC Symbol;Acc:VGNC:104706]	14	-1	membrane	GO:0016020	698027
ENSMMUG00000022522	PAN3	-0.0671408589177938	6.54973427317422	0.614304912657937	0.959573394813613	poly(A) specific ribonuclease subunit PAN3 [Source:VGNC Symbol;Acc:VGNC:106281]	17	1	PAN complex	GO:0031251	711494
NA	PKM	-0.177815872584442	2.51298947622784	0.614343405057302	0.959573394813613	NA	NA	NA	NA	NA	NA
ENSMMUG00000003245	RASA1	-0.0788708103996272	6.11636965511216	0.614369218088698	0.959573394813613	RAS p21 protein activator 1 [Source:VGNC Symbol;Acc:VGNC:76667]	6	1	regulation of GTPase activity	GO:0043087	694085
ENSMMUG00000010158	STXBP3	-0.134723384042739	4.41813595363275	0.614398749166696	0.959573394813613	syntaxin binding protein 3 [Source:VGNC Symbol;Acc:VGNC:78051]	1	-1	vesicle-mediated transport	GO:0016192	699144
ENSMMUG00000010679	MRPL43	-0.0784109410380087	6.8058098585843	0.614412984937867	0.959573394813613	mitochondrial ribosomal protein L43 [Source:VGNC Symbol;Acc:VGNC:103834]	9	-1	mitochondrial translation	GO:0032543	711038
ENSMMUG00000050672	NDUFC2	0.076732855985206	6.55723938824331	0.614422586262766	0.959573394813613	NADH:ubiquinone oxidoreductase subunit C2 [Source:VGNC Symbol;Acc:VGNC:110179]	14	-1	mitochondrial electron transport, NADH to ubiquinone	GO:0006120	100426173
ENSMMUG00000005511	SON	0.0568878645681977	9.95105709997076	0.614513178955567	0.959600598812016	SON DNA and RNA binding protein [Source:VGNC Symbol;Acc:VGNC:77689]	3	-1	regulation of cell cycle	GO:0051726	704712
ENSMMUG00000054294	ATF1	0.06160043051199	6.50353067183089	0.614619233611578	0.959651938276251	activating transcription factor 1 [Source:VGNC Symbol;Acc:VGNC:108325]	11	1	DNA binding	GO:0003677	693644
ENSMMUG00000019076	FBXO5	-0.146507339533287	3.36144985508262	0.614824732372692	0.959794098608933	F-box protein 5 [Source:VGNC Symbol;Acc:VGNC:72489]	4	-1	regulation of mitotic nuclear division	GO:0007088	703219
NA	TRNAK-CUU_6	-0.405981561856739	2.19157863121556	0.614856658716917	0.959794098608933	NA	NA	NA	NA	NA	NA
ENSMMUG00000015580	TXLNA	-0.0828494869177775	5.52693832229949	0.615038779737197	0.959869866888567	taxilin alpha [Source:VGNC Symbol;Acc:VGNC:79863]	1	-1	syntaxin binding	GO:0019905	707704
ENSMMUG00000023599	CHAMP1	-0.0979750575370519	4.94043389280365	0.615256683422561	0.959869866888567	chromosome alignment maintaining phosphoprotein 1 [Source:VGNC Symbol;Acc:VGNC:71061]	17	1	attachment of mitotic spindle microtubules to kinetochore	GO:0051315	699474
ENSMMUG00000000245	ASPM	0.196349367834361	4.97234941727769	0.615325291078268	0.959869866888567	assembly factor for spindle microtubules [Source:VGNC Symbol;Acc:VGNC:70099]	1	-1	protein binding	GO:0005515	711153
ENSMMUG00000006326	PAOX	0.126033793694556	3.98230508874426	0.615421405677465	0.959869866888567	polyamine oxidase [Source:NCBI gene (formerly Entrezgene);Acc:100498675]	9	1	oxidoreductase activity	GO:0016491	100498675
ENSMMUG00000007468	L2HGDH	0.196940473003709	2.16238772849675	0.615486601083779	0.959869866888567	L-2-hydroxyglutarate dehydrogenase [Source:VGNC Symbol;Acc:VGNC:74090]	7	-1	oxidoreductase activity	GO:0016491	705721
NA	LOC114672428	0.145897503901234	3.5107368563016	0.615524354173144	0.959869866888567	NA	NA	NA	NA	NA	NA
ENSMMUG00000000869	SNRPC	0.109946464759636	4.32951444839127	0.61559289538227	0.959869866888567		4	-1	U1 snRNP	GO:0005685	718654
ENSMMUG00000009745	POMGNT2	0.104420963154446	4.83748644163966	0.615594432053577	0.959869866888567	protein O-linked mannose N-acetylglucosaminyltransferase 2 (beta 1,4-) [Source:VGNC Symbol;Acc:VGNC:84062]	2	-1	glycosyltransferase activity	GO:0016757	717032
ENSMMUG00000011949	ACTR1A	-0.0861954911992272	5.47646305040492	0.615633641614256	0.959869866888567	actin related protein 1A [Source:VGNC Symbol;Acc:VGNC:69433]	9	-1	microtubule cytoskeleton	GO:0015630	713513
ENSMMUG00000004755	CDC6	-0.278175753990666	2.57394879703316	0.615757834384786	0.959869866888567	cell division cycle 6 [Source:VGNC Symbol;Acc:VGNC:70802]	16	1	cell division	GO:0051301	700081
ENSMMUG00000006906	LPAR1	-0.15237910958151	2.72868104610183	0.615816376023984	0.959869866888567	lysophosphatidic acid receptor 1 [Source:NCBI gene (formerly Entrezgene);Acc:709208]	15	1	lysophosphatidic acid receptor activity	GO:0070915	709208
ENSMMUG00000016631	GRIP1	-0.206484969543726	2.49204484443093	0.616029713102543	0.959869866888567	glutamate receptor interacting protein 1 [Source:VGNC Symbol;Acc:VGNC:73195]	11	-1	protein binding	GO:0005515	717885
ENSMMUG00000008218	ADAMTSL4	-0.123610856827508	3.60539564855374	0.616135259412408	0.959869866888567	ADAMTS like 4 [Source:VGNC Symbol;Acc:VGNC:69480]	1	-1			715768
ENSMMUG00000018837	RPL17	0.119252967974194	7.28382583175603	0.616220903535531	0.959869866888567	ribosomal protein L17 [Source:NCBI gene (formerly Entrezgene);Acc:698967]	18	1	large ribosomal subunit	GO:0015934	704083
ENSMMUG00000010392	GNG2	-0.12031612299526	5.44009581309739	0.616310854162644	0.959869866888567	G protein subunit gamma 2 [Source:NCBI gene (formerly Entrezgene);Acc:710000]	7	1	membrane	GO:0016020	710000
ENSMMUG00000058688	TAX1BP3	-0.0888174043174742	6.1750811944275	0.616336759138562	0.959869866888567	Tax1 binding protein 3 [Source:VGNC Symbol;Acc:VGNC:78254]	16	-1	proteolysis	GO:0006508	706829
ENSMMUG00000014939	HEATR5B	-0.0767700570145079	5.88336070131755	0.616355070996181	0.959869866888567	HEAT repeat containing 5B [Source:VGNC Symbol;Acc:VGNC:106171]	13	1	intracellular membrane-bounded organelle	GO:0043231	708721
ENSMMUG00000011971	MKS1	0.108024439869413	4.76330665657762	0.616541704000765	0.959869866888567	MKS transition zone complex subunit 1 [Source:VGNC Symbol;Acc:VGNC:74879]	16	1	ciliary basal body	GO:0036064	714187
ENSMMUG00000020555	IQSEC2	-0.130979592623292	3.93832871110001	0.616589925811092	0.959869866888567	IQ motif and Sec7 domain ArfGEF 2 [Source:VGNC Symbol;Acc:VGNC:73676]	X	-1	regulation of ARF protein signal transduction	GO:0032012	702562
ENSMMUG00000016655	R3HCC1	-0.11841950963199	3.18105921254177	0.616622828247813	0.959869866888567	R3H domain and coiled-coil containing 1 [Source:VGNC Symbol;Acc:VGNC:76551]	8	1			717094
ENSMMUG00000009421	WDFY2	-0.087573236281388	5.77061566829865	0.61668223375748	0.959869866888567	WD repeat and FYVE domain containing 2 [Source:VGNC Symbol;Acc:VGNC:97842]	17	1	metal ion binding	GO:0046872	708929
ENSMMUG00000005047	PHPT1	0.158458973704121	3.28777611060384	0.616717352630043	0.959869866888567	phosphohistidine phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:30033]	15	-1	calcium channel inhibitor activity	GO:0019855	721674
ENSMMUG00000052273	GMFB	0.0886293607242405	5.69100452809434	0.616731412835825	0.959869866888567	glia maturation factor beta [Source:VGNC Symbol;Acc:VGNC:108300]	7	-1	Arp2/3 complex binding	GO:0071933	696440
ENSMMUG00000004042	FCRLA	0.339704004350525	2.88790011300653	0.616791203657031	0.959869866888567	Fc receptor like A [Source:VGNC Symbol;Acc:VGNC:72526]	1	-1	cell surface receptor signaling pathway	GO:0007166	720016
ENSMMUG00000017108	MTPN	-0.107189538133537	6.85730622380001	0.6168085335685	0.959869866888567	myotrophin [Source:VGNC Symbol;Acc:VGNC:74962]	3	-1	protein binding	GO:0005515	708941
ENSMMUG00000023099	LRPAP1	0.114055445413746	6.01249854639747	0.616811740831573	0.959869866888567	LDL receptor related protein associated protein 1 [Source:VGNC Symbol;Acc:VGNC:74448]	5	-1	receptor antagonist activity	GO:0048019	699677
ENSMMUG00000052269	DNAJC15	-0.0968961633998445	6.29010284088818	0.616881442590883	0.959869866888567	DnaJ heat shock protein family (Hsp40) member C15 [Source:VGNC Symbol;Acc:VGNC:106258]	17	1	membrane	GO:0016020	700339
ENSMMUG00000054288	ZNF597	0.104760103580763	4.07407027105736	0.616982066870053	0.959891464025098	zinc finger protein 597 [Source:HGNC Symbol;Acc:HGNC:26573]	20	-1	regulation of DNA-templated transcription	GO:0006355	703089
ENSMMUG00000023632	PROSER2	0.127848160682196	3.57142031772886	0.617047198620901	0.959891464025098	proline and serine rich 2 [Source:VGNC Symbol;Acc:VGNC:76304]	9	1			693705
ENSMMUG00000000297	MAP7D3	0.0768296230221785	7.01369020097747	0.617114910263505	0.959891464025098	MAP7 domain containing 3 [Source:VGNC Symbol;Acc:VGNC:74581]	X	-1	microtubule cytoskeleton	GO:0015630	712823
ENSMMUG00000005722	ADGRE5	0.0642183431307466	8.56013722040908	0.617303743032721	0.959932859166317	adhesion G protein-coupled receptor E5 [Source:VGNC Symbol;Acc:VGNC:69441]	19	1	transmembrane signaling receptor activity	GO:0004888	100426363
ENSMMUG00000019302	TNFSF10	0.140979990492052	7.53695910336544	0.617436404865045	0.959932859166317	TNF superfamily member 10 [Source:VGNC Symbol;Acc:VGNC:78593]	2	-1	tumor necrosis factor receptor binding	GO:0005164	694451
NA	CRCP	0.0990691363051969	7.41683323545388	0.617438922078775	0.959932859166317	NA	NA	NA	NA	NA	NA
ENSMMUG00000009493	FAM120A	-0.0706021940479733	9.28743857011034	0.617633120894359	0.959932859166317	family with sequence similarity 120A [Source:VGNC Symbol;Acc:VGNC:97768]	15	1	cytosol	GO:0005829	717459
NA	LOC106996620	0.0926197891874996	4.9749674051606	0.617896196092639	0.959932859166317	NA	NA	NA	NA	NA	NA
ENSMMUG00000020612	VCPIP1	-0.0768463597576221	5.45020248488506	0.618018112944082	0.959932859166317	valosin containing protein interacting protein 1 [Source:VGNC Symbol;Acc:VGNC:79895]	8	-1	cysteine-type deubiquitinase activity	GO:0004843	703582
ENSMMUG00000045105	PLAAT4	-0.315529564133155	3.90801201826417	0.618069249727831	0.959932859166317	phospholipase A and acyltransferase 4 [Source:VGNC Symbol;Acc:VGNC:101379]	14	-1	membrane	GO:0016020	722189
ENSMMUG00000020776	PRKCQ	0.0819776149558358	5.62899056595685	0.618077406724972	0.959932859166317	protein kinase C theta [Source:VGNC Symbol;Acc:VGNC:76416]	9	-1	centriolar satellite	GO:0034451	722559
